tweet,sentiment
ugh im crying again  writing a rant about it on tumblr.,negative
" **** @-) That`s a lot of messages from him @-) HOW SWEET. :'> And yeah, sayang",positive
 can`t wait to crack it open and no doubt will learn from it as well as support my evangelizing cubicle-freedom-ness!,positive
 omfg  whyyyyyy not that sucks!!! and r18?? wtf...  T.A.I. getcho` asses down here,negative
"Good afternoon all. Sorted technical glitch. A rainy BH monday so a lazy day, then daughters and their menfolk round for a roast dinner",positive
Is heading to work n its freezing!,negative
wishing you all a happy monday and a wonderful start to this week ! Make it a good one,positive
"Mom, where ever you are; Happy Mothers day",positive
"_Cullen10 That`s so nice to hear  i love you, you`re my best friend and my sister *hug u*",positive
has broken off the fb wedding so sadly no longer has an excuse to get @ hauntingxealot to Goulburn,negative
good morning everyone! hope you al have a lovely sunday!  (and i do hope it doesnt rain tomorrow :|),positive
 I envy everyone on AOTS...,positive
 hmmm Essense awards would be fun... but also pricy,positive
" You`re welcome, of course!",positive
Poor Nicole just absolutely DESTROYED her cell phone,negative
"there are many jobs I aspire to, supervisor is not one of them  talk about too much stress for too little pay",negative
"sitting here with Nathan, Eddie & Brenden chilling out at 1 AM, haha great day, I love my life!",positive
_Bloody_Poet  Bad friends! Sorry to hear that.,negative
": What, you`re not really an alcoholic? I AM V. DISAPPOINTED! D: Seriously, though, I got that you were kidding.",negative
DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!,positive
likes the reports from testers of his new package for Synology diskstations  http://plurk.com/p/ror5d,positive
Lil cuz coming round today she 5  aww  haha,positive
Back at the vet and it isn`t good,negative
going out for the good ol` `soak` tonight for a mothers day feed.       in love more then ever,positive
 My mum loved the Camp Rock mothers day card I gave her. I knew she would. Happy Mothers Day from New Zealand! Haha ILY lots  ****,positive
"chilling on the sofa, I hate vaccinations, I feel sooo ill",negative
"Its official, I`m having the worst day. I called it a mile away",negative
" no, silly, to shoot other shoppers with  though a taser is probably the more humane penalty for 12 items in 5 item line",negative
Hates bleech!! Messed up my black outfit,negative
"feels very, very rough!",negative
This is the last time to get it right...  hello loves....,positive
 we watched that one day in the middle of playing-- it REALLY doesn`t hold up,negative
 http://twitpic.com/2sw4v - i love BOTH your hairsss,positive
"_Watson I can`t this weekend, sorry  And Steph is working.",negative
" ik, i feel sooo bad for them",negative
"_R Drive-in!? srsly!? *jealous*  I have never ever been to one.  there is one down the rd, but it`s no longer operational :|",negative
goodnight all in the twitterverse,positive
happy mother`s to all the moms out there..,positive
my hair hurts,negative
Here at work having lunch. A lot of work and not enough help,negative
Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,positive
 =o YOU SAW FLEETWOOD MAC! I`m insanely jealous. I don`t have enough money to buy tickets.  I think I`ll never see them. =(,negative
feels sad coz i wasnt able to play with the guys!!!  http://plurk.com/p/wxiux,negative
 So sorry to hear your terrible news   Thinking of you all x,negative
" Ha-ha abbreviate it , so it`s not so bulky",negative
Njoying sunday  plce and learning abt more in joomla,positive
had a shitload of fun with her friends,positive
I try soo hard toget what I want.. & I always end up having a goose egg..,negative
baby alex i miss you  ily<3 good night</3,positive
" That`s a great point... but I`m not **** in ANY! woods, Sara... you should know better.  Haha",positive
I have a farmers sunburn! Ahhhh!,negative
forgot she had a Twitter account.    Happy Mother`s Day!,positive
is lonely in need of company,negative
"feeling really sick  watching the fifth element, and about to smoke a cigg. ugh i hate colds!",negative
" nice wedding ring, shiny!",positive
"needs to stop taking photos with other people`s cameras!  luckily, photos have been delivered",positive
 Awww  You`ll Be Fine...,positive
 I corrected myself,positive
I would rather end up heart broken then have regret because i didnt take a chance,negative
"spent a little too much $ at Wombat, but it`s cool `cuz it was time to take care of Tamara good.  YAY!",positive
@_C_A_S_ IM MAD IT WASNT SCAREY,negative
" yeah i checked it, pretty nice site",positive
" Hello, yourself. Enjoy London. Watch out for the Hackneys. They`re mental.",negative
happy mother`s day to all your mom`s,positive
 I know we need it but I`m not a fan of daily rain/humidity & I`m a native. I`ll enjoy dry while it lasts.,positive
is sad she got her plans cancled,negative
" ur welcome sweetie . Anytime . I need to find a way to get more followers , I don`t have many",positive
just got home from dinner and am really really full. my mom said my dad bought me a sony a200k? holyyyyyyy,positive
  Can`t figure out how to reply on Tumblr sorry! I don`t get into NYC until 6/4 so I can`t go to any events b4 then,negative
 Same here - coffee is the lifeline to all things good,positive
Happy Mothers Day to all Mothers every where,positive
I really need to invest in an elliptical machine... Running with shin splints sucks!!,negative
"I hate being reminded how weak my eyes are  I overdid reading today, they`re sore as ****. Going to rest. -sigh-",negative
 Shoping till you drop david..haha..enjoy your day,positive
 doin fine relaxin at work... Hardly working,positive
Decode by Paramore is a great song... Love it...,positive
 man i missed it!! Ive been waitn all day 4 u 2 giv the tix away & then whn im rappn up @ wrk u gav my tix away! Im sad!,negative
 haha i love both of them too  hmm.. lol i`m in need of some good bands too,positive
didnt do my devos...  hopefully my day doesnt suck because of it.,positive
Woke up late & trying to get **** done before work,negative
you always seem to know exactly the right thing to say. thanks.  - http://ilikeucoz.com/m/1123 #youregreat,positive
 Omg same here! They hurt so much,negative
"Happy Mother`s Day to all the beautiful Moms out there.  (I`m kind of a Mom, i think my little pup counts!  )",positive
still aint get my vanilla frosty yet.,negative
 aww  im ok been stuck on a coach coming back from nans today and its been lovely sunshine too  ****,positive
Eli in the ER  they pricked his finger for blood sugar and he was trying not to cry http://twitpic.com/67z2q,negative
Weekends are Great....if you don`t have to work them.,positive
 I`m So Mad I Wont Be There!!!!!!!!! UGHHH!!!,negative
" That`s great Bastos!  I`m happy for you. You gonna do the mabaho leg, to celebrate? haha",positive
 thank you! need to pass my test first,positive
:   sorry guys i have to drop out of the trip... some personal commitments..,negative
 Oh no! I guess I`m officially a big nerd now. I heard the movie is great even if you don`t like Trek... and I do,negative
joe: 2.30pm Kevin pics up a new pair of pjs :`) PMSL i could have died!!! lmfaoo :`) I MISS MY BOYS,negative
My moms Season 3 of Weeds got burnt up in a family friends mobile home.,negative
" In the end the magic of `And so to dream` wins, along with swaying back and forth within site of a sleeping mommy.",positive
 how fun!  where is the twitpic! I had purple hair once...,positive
working again today  but off tomorrow for dan`s party! yay!,positive
Revamping my recording studio today and adding some nice high end outboard gear...very exited!,positive
"Time for bed, oh how I wish someone was laying next to me",negative
@ BeardBurk: Their being optimistic,positive
"_SocksO_o: I`m sorry, Shannon.",negative
"  I gave up cable in these tough economic times.  it was either cable or shoes, and you know what cable lost",positive
Watching Ripley`s Believe it or Not while eating=bad choice,negative
work   Yay!,positive
  lure her in with a foot massage!,positive
 i just drove past your hotel  wish u was ere. I`m thinking a december trip for a real white xmas!!,positive
Looks like the #GM Bankruptcy is going to happen. This loss will help offset the gains that I had earlier in the year tax wise. Oh well,negative
  I`m SO jealous! I don`t know when I`ll be able to see Conan.,negative
 Yes we did!  Thank You!!,positive
 i know so lame,negative
 Made so many new friends on Twitter around USA. Another bike across USA trip would be amazing to see people!,positive
My 2 favorite things. Fuzzball and Swine Flu  http://tinyurl.com/dhpol7,positive
 That`s gorgeous. I`ll check out your new pics!,positive
" I love old school horror movies more, I got Elvira tattooed on my back",positive
on my way to my dad`s with my sistas..  r.i.p. Deb..,negative
 So the man behind the awesome Macarena vid. Great work. Love it.,positive
"I had 2 buy a new washer, bought the dryer 2.  Dryer labeled electric but is gas   GRRR.  Now we have 2 load it up tomorrow 2 return it.",negative
" hahaha, as cartoon mascots go, the virl.com monster has some very nice details... a good shadow + realistic tonsils.",positive
Happy Mothers Day!!!  <3,positive
 no news on the kid. They can`t find the parent!,negative
" Happy mother`s day! Hope you have a great one with Harlow, your mom and those you love  You`re such an awesome mommy! ^^",positive
 its cool.  Im glad everyone had a nice date night.  Maybe one day ill get one too.,positive
It`s a sad day for beer drinking movie goers. The Speakeasy theaters are no more,negative
" me too  no one even liked my answers to life last night, pshh",negative
Head hurts bad,negative
"i`m in the garden. Making pictures, weed an sweep. The weather is nice!! See you l8ter people!",positive
watching missy elliot video collection so sad I was told that I looked like her all through high school,negative
Home from a day of pampering with mom & dinner with family. Am currently snuggied up on the couch with a glass of wine & a new book. Ahhh,positive
 I`m doing okay,positive
Vote for Board of the Month May 2009 (licensed members only) http://tinyurl.com/c8uj28 Good luck everybody,positive
 Wish I could be there to enjoy a girls day!!!,positive
 Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad,negative
 Noooo! Poor SE,negative
 Hey Mary! This Is My Twitter  (Karishmaa1) Luvv Youu ?,positive
 OMG so exctied,positive
ans so the lion.......kicked the dogs ****!!!!,negative
 They better not be out when I get there.  I NEED MY FIX!,negative
 back to the lovely land of the north,positive
  it might be the swine flu! haha `cause i`ve got the flu,negative
it was actually so hot today ..the sun has got his hat on . every one has got a tan except me,negative
... thanks everybody for your wonderful feedback re my Happiletter,positive
R.i.p. to my lil sis`s cousins babyfather Jimmy aka GemStar,negative
omg. cat had a hairball. awake now.,negative
Home with Maddie  I`m tired.. Goin` to bed afterwards,negative
"So, I`m at the point now that it has become apparent that having a degree means jack ****.",negative
 lol. i get about the same reaction when i mention my new goal - kona triathlon now that boston marathon is done.,positive
this darn cold just keeps getting worse  i bought some hayfever pills just to try out maybe i`ve had that all along,negative
 good luck!!  OH and I are playing inthe mixed knockout this week. Playing the pros 14yr old son playing off 5 & top woman off 6,positive
Great album..lucky to have this on vinyl.  ? http://blip.fm/~5jhtv,positive
" yeah, it`s gonna be rubbish!",negative
Getting all annoyed cos this weekend`s going to be hot. I`m bloody working,negative
"Misses JP  I do not know what to do and iv given myself a headache thinking about it, just makes me want to cry",negative
iPhone just fell,negative
I smashed my pinky in julia`s car door... **** my life...,negative
"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection.",negative
 i changed my mind dammit!! a Tsar can change his mind at any time without no prior notice,negative
Silly boyfriend forgets his phone charger on his 4 day long trip to Kilkenny and now I can`t talk to him and see how his gig went! Poo!,negative
roll me in your arms cuz i cant remember ever falling this hard.. -avalanche by DC,negative
"discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow",positive
I hope I`m doing something right. Had an influx of reviews on a 1 year old fan fic telling me they love my style of writing for HP.,positive
 goodmorning/night to you too! sleep well,positive
" thanks for following, it means a lot to me  i love hey monday!",positive
Internet is getting **** slow today..,negative
im writing an exam on a SATURDAY  that should be illegal  where`s my weekend?,negative
  NOooo FB has been good to me..especially for the love of conversation,positive
never expected to hear Beastie Boys in a Star Trek movie... was a super great flick though. *pew peww* -- (phasers),positive
 (((HUGS))) back to you - you also have that look!,positive
" Oh, he`s hilarious. I`m just commenting on the fact that he`s there so much.",positive
" cool, so if you could help make that happen, & make sure it happens at least once in houston, that`d be great. k? thanks.",positive
 Hell unlucky! :O and and it comes out next week here.,negative
 yep trying to beat the cold winter. Morning swim is always refreshing~ good start of day,positive
looks like yet another beautiful day in London,positive
taking sad to a whole new level,negative
Saturday is Partytiiime,positive
got an ear infection...man that **** hurts!,negative
 Aww nice,positive
I`m a lil sad looks like nomore brooklyn 4 a while WTF ,negative
Saw this lil girl that has big eyes and hair like Dora the explorer. How cute,positive
In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me,positive
just helping myself to some caramel digestives,positive
 I would but you`re too far away,negative
" Hey lady, will you be coming to Canada in the fall? I`d love to see you in concert some time! It`ll be my 1st time!",positive
@ kbal24 I am sorry that you are feeling that way.,negative
" I do feel bad for him too. Especially na ngayon pa siya nagrerehab siya and all. Wrong timing. Still, maybe he had it coming",negative
Very succesful Cancertown Launch yesterday,positive
 i kno i doooo!!!!!!!!!! yall partyin with out me,negative
"_Bee same here : /   Coincidently, my friend just cancelled our movie date",negative
night 5 not talking to my victor  i`m so bored at night now. grrrr i hate this ****,negative
Fb I hate when I try & support my local bookstore & they never have what I need,negative
 you are just wrong!!! Now you`ve come to brag with a full belly??? Smh ...,negative
 all the photos  niceeeee,positive
 i miss you  when are you gonna be down in irvine again?? liz and i were just reminiscing about all our adventures.,negative
Awwwwwwww man my baby dried up.,negative
"just woke up, its laura`s last full day here  Last night we watched embarrassing home movies",negative
 I think I`d be like Phoebe`s mom on friends - Stop the movie before the sad part.,negative
  really?! Ur getting rid of it! That`s sad,negative
listening to ECHO by Gorilla Zoe ahh love that song,positive
 You`re such a sappy little fellow!  Thanks for all the well wishes. I`ll need them. After today I have one more exam.,positive
 Thanks man.  That sorted it. I only ever remember 222.222,positive
I didn`t check Twitter till just now. Thanks everyone for all the Congrats! I really really appreciate it  #fb,positive
"So far absolutely perfect. Great view, directly across from the elevators and ice machine and impecible weather. I need my bike.",positive
nomatter how much i sleep am still tired  either going to sleep early or late....,negative
"Off.  Have a good star wars day, fonz day, dancing taco day, whatever you celebrate, it`s all good!",positive
The fam back on the Big Island said the vog has been so bad that they can`t see the ocean. Sad!,negative
Been invited to join a group in Second Life called 'Ballistic Autistics'.  Cute name.,positive
 The Priests were really good. Guess they wouldn`t be welcome on Late Late at the moment,positive
_AnR_Shine Feeling pretty good. You should check this out http://www.myspace.com/bigcitymonkey Just saying.,positive
ERRG I cant believe that i am not working at all next week i think its time to move on from Chick fil A,negative
"_of_max Sadly, no. Now David Tennant has left I don`t particularly want the job anyway",negative
Sometimes I could swear I really am insane.,negative
_au my pleasure... hey it was played at my going away from nz party back in 87 lots   so it is burned into my brain,positive
"****. have to break my 'no work in weekend' rule  so much overloaded with work. aargh, hate it!",negative
My preorder of the Razer Sphex shipped today. I`ll be paying to review it because Razer is ignoring my emails,negative
sweet situations.,positive
 when you haven`t had one in over a week! that was a really mean joke he just played on me!,negative
 hahahaha your watching 106 too... i miss Oceans 10...,negative
is resting. ahhhhh. I feel good,positive
" thanks ALOT, stuck at work with it too",positive
Hahhahah I`m watching the greatest movie ever,positive
  Just amazes the heck out of me still....this 'internet thing',positive
There is something wrong with me! I`m so tired I can barely keep my eyes open. Yet all I`ve done for the last 3hrs is toss & turn in bed,negative
"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.",negative
 Wow - that`s one deep sleep!  Wish I could sleep like that -one little noise and I`m awake,positive
 we are all so proud of you! I am seriously thinking of joining you next year. Got to get training,positive
is sitting in the marshall center w/Mina. Some1 must really not want me to go to the gym..this time i lost my wallet n w/no ID i cant go,negative
 better safe than sorry!  Glad everything is okay.,positive
 He seemed all happy about it,positive
"_007 Don`t worry, they`ll get bored of it! Just hang in there and don`t give in!",negative
 Ahh thats where i go the 6 year old fact. good old radio one!  what exams do you have tomorrow?,positive
" nuuuuu, i totally love may, it`s the best for me cos i was born in may",positive
i hope it doesnt rain tonight tomorrow my fam. comes to visit swimming pool and carne asada  if it rains the pool is going to be dirty,positive
No clubbing for me this weekend due to a busted knee  <emo>Life`s unfair</emo>,negative
oh and #antiboyle didn`t work out either  never too much of a bad thing eh uk eh,negative
i have the song here comes goodbye stuck in my head not a good song to be singing considering my situation,negative
 Have a great weekend Mononoke  I may be tweeting from inside the movie theater either Monday or Tuesday  lol,positive
 Congratulations  xo,positive
" awe I am sorry, probably true.",positive
Listing to a sad song  so i am sad too,negative
figuring out wats wrong with her she can drink but cant eat  ...,negative
" hilarious. so if she acts up, all you have to do is say 1 little word...'gummed up' grosses me out; hub says it 2 torment",positive
omg patron is 1ofmy FAVS   im so jealous icant do 10 but i can do 5 so make it 15  so serious im in alabama visitin fam,negative
"i misss my phone,",negative
 hehe i will never thorw out these shoes  i`m listening to varsity fanclub surprise surprise  sway sway baby is awesome,positive
Is going to sleep. Good night everyone!!,positive
 i forgot the yardsale event! ooh how pity i am,negative
"Back from the gym! I`m no expert or anything, but I`m pretty sure I am not going to be able to move tomorrow, maybe even in a few hours!!",positive
 yo wake your **** up  and go to work  go get that paper  u aint sick dont lie,negative
Finally made it to JP Licks in Coolidge Corner for some Oreo soft serve   http://twitpic.com/4w9pe,positive
 wish you were sluttin it up w me  waaaaaaaaahhhh!!!,positive
"Happy Friday Dance, no rain and I`m about outta here..till 2morrow  I sat the saturday morning shift, but its still all good",positive
 Take that back. I am insulted.,negative
Waiting for 5:00 & having cramps,negative
dam it keeps rainin on me,negative
_and_Zi Thanks! I`m on my way now,positive
  ah you say the nicest things,positive
having my hair dyed today  ugh im bored. still tired from friday lol. swear down bossman ;),negative
  Joe and I loveee you.,positive
" have a great time in the Hamptons. Hope it`s for some relaxation, not for work",positive
" Thanks for the feedback. Surreal life, surreal oils",positive
I was crying all of Tuesday cos I find out! ;( .... Economics is offically my crying subject lol,negative
Happy Mother`s Day to all the mothers!!,positive
Having a wonderful piece of cake for lunch - what else could I want???,positive
 sounds like a perfect way to spend a sunday evening. Enjoy,positive
 congratulations!,positive
Up was sooo gooooood. Wood ranch bbq time! Dian deng pao.,positive
@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher`s life in the summer SUCKS,negative
Okay I lied! I meant this time next week! That is sooo much longer!!  I miss my mommy...,negative
"It has been 24 hours now, since I had my dog put to sleep.  RIP my old friend.",negative
trying to draw some manga/anime for our new website ... very bad idea!   http://bit.ly/k6iOv,negative
 useless tweet! LOL jk yay!!! You`re coming tmr! How long u gnna be in phils for  ?,negative
" Enjoy Springsteen, I`m seeing him at Glastonbury in June!! Give us a report when you get back",positive
" i`ve sent a twitter invite to poet friends, i`m hoping they will come poetize, would love 2 see more poets here  #poets",positive
 Oh noes!! Melted ice cream = do not want.,negative
waaaaay over all tht bitchy ninth grade **** (: half yearly exams over & im sickkk,negative
to start **** or leave **** alone...tough decision,negative
Today celebrating two new people becoming australian citizens. I am hoping for a good dinner.,positive
"my hundreth update  HAPPY MOTHERS DAY. i love you mum! even with all the fuss and fighting, you`re still the one and only.",positive
_X sorry about that.,negative
"Allianz interview went well, got a rejection from MOD though  .... going to be a long weekend as I hear from Allianz on Monday",positive
" I`M AWAKE, AND HAPPY!",positive
Ughh. That Miley creature song has infested itself in my brain!,negative
walking back 2 wk. Its a beautiful day. had 2 njoy it b4 it rains,positive
Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,positive
"despite rain, having a fantastic day",positive
it is so cute watching Matt play with the Wii as I do some work,positive
"Thanks to all the people who added me on Skype  If you want to add me, my name is same as my twitter name, and my YT name, and Blogtv, etc",positive
I hate being yelled and sworn at,negative
Haha. I just won a $1000 bet. I settled for $100.  Not bad.,positive
 i am sorry i don`t like girls ~that way,negative
This poor butterfly was dead  http://twitpic.com/66vlw,negative
 You really are always dirty!!! Ha ha!!!! Do you have a **** addiction???,negative
 I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,positive
"wow, there`s still the void of whre thomas left  The heartache is never going to go away",negative
 haha yay We love you too Mr. Shane Dawson,positive
 SON! WTF?? She just bit holes in the **** bread!!! Who does that?? Why has God forsaken me?? why?,negative
 it was ok. Cute @ times.,positive
"Assfuck, 'I`m sorry' roll. Okay I gave in.  I`m such a sucker.  http://twitpic.com/677xt",negative
Its so hard letting her go and seeing her cry.,negative
"Lovely night, guys. Full moon  thinking about going out onto my roof lol",positive
"getting ready to go read, pray, and go to bed. Enjoy the rest of the night",positive
is soooo hungry right now! Why is it not lunch time!,negative
 just took the Terminator trilogy :-D but what I need is actually TV series and I still can`t find anything tempting,negative
 I don`t want to  !!!! I am going to cry all the way home!!!,negative
Just saw a fox!  as i was getting on the freeway... I hope it goes home,positive
Sitting in on a Friday Night Bored,negative
 cool and aww,positive
 but i love adriana,positive
Hey u forgot me!,negative
God **** you Twitter!!!!!!!!!!!!!! Stop eating my undeleted DMs!!!!!!!!!!!!!!!!!!!!!!!!!!,negative
"My bed had tha nerve 2 call my blackberry askin me where the hell I was.......looks like I gotta go ya`ll  I`ll c u in 3.5hours, after nap",negative
 ima goodgirl I`m not down with takin advantage,positive
 hey sorry i just got the tweet about the puppy... and someone already got it,negative
_y_Tony and didn`t bring me any????  You suck,negative
"on my 42nd written ****.. i get less ideas every day, and every day",negative
 It`s fun to see that glimpse of your life,positive
 Awesome.  I`m down in Ocean Beach (if you know where that is.) By the way. 'YourBiggestFan' I`m a re-al big fan of you-rs.,positive
" I know, thx  But I`ll be ok.",positive
Deathstar destroys Starship Enterprice http://bit.ly/2agcTh Can`t get enough of this video  #starwars #startrek,negative
"And apparently I misplaced my iPod, the 30 gb",negative
 oh em i`m sorry  i wuv you to pieces,negative
"  it was just true  and you do cause me to having dirty thoughts lol well also some other dude, huh? ;) xoxo",negative
" she`s in LA, wanting sun today... but apparently LA isn`t cooperating",negative
  i think my niece got me sickee  lame.,negative
" Happy b-day! Just woke up on this side of Earth, so wishes are bit late",positive
 haha best thing about office birthdays hey,positive
 lol that`s great  For you.,positive
Morning People!  Just woke up now!,positive
 lol y??? .. trashed the kitchen ?,negative
I sadly have no voice after the Food Faire and The Academic Pep Rally!! I need my voice.,negative
Another friend knocked up.   Pretty soon everyone will have kids. Goodbye carefree youth!,positive
"Had a great weekend with One, hanging with Nick & Brendon, church this morning! Can`t believe Loretta won the Mothers Day raffle again!",positive
 hehehehe oh i love the Purate ENglish sooo much,positive
the low point: a poor pigeon outside my building isn`t capable of flying. It`s just wandering up and down the sidewalk. so sad,negative
 i sorry sweetpea... almost over with!,negative
happy mother`s day to all the moms out there. i hope i never join that crowd,positive
" you, my friend, are a true fan",positive
"Brilliant day today, got the car washed and got a washing done! Just have to go to work in an hour",positive
Waiting for the El & listening to a little MJB 'Just Fine'. Perfect song to start my week.,positive
Happy Mom`s Day to everyone in the US,positive
http://twitpic.com/4j9fb - I really love this picture!,positive
" I know. I want it to come bec I`m excited, but then I don`t bec it`s gonna go by so fast & then it will be over",positive
" Hey David, I`m wondering if you received a letter that has a song in it? From Malaysia? please reply  and have a nice day!",positive
Seriously though. Amazing night.,positive
 If you`re flying to NZ www.hot.co.nz is a great way to get results in aggregate.,positive
 Me too. I found out about it a little late and couldn`t afford it,negative
  how great is that!  Nice to meet you!,positive
 i agree with  spongebob is better,positive
 Yes! Haha and then when he impaled himself with the crossed keys!  Love Scottish-trying-to-be-Irish Ewan McGregor,positive
"the people are coming to kill my mouse on monday    i have mixed emotions.  i mean, he lives in my desk drawer!!",negative
I`m so bunged up!! I Hate colds!!,positive
Omg i`m so sad. I jus took in that gossip girl is done,negative
I need to go to sleep before 4am tonight...  ... So exhausted.,negative
  darn! now we have to go through the WHOLE weekend without em`,negative
Hi everybody! Sorry for the long listening. Iwas too busy.,negative
" Sus Ate, I was so upset, I wasn`t informed AT ALL. Turns out, they told Sarms and they expected her to tell me. Huff.",negative
" dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha",negative
Bye twitter & FB world! I`m at the San Francisco airport ready to board Air China. Not sure if I`ll have Internet access,negative
" ouch! I can`t even look at that one, just knowing it exists it enough for me",negative
Happy Mother`s Day to all Mums on Twitter,positive
  I will. tell him I said happy birthday tomorrow too. is you talking about raymond?,positive
Oh... I miss the Piano.,negative
"  and Em, my baby, starts kindergarten.  What a crazy summer it`s going to be.",positive
 How cool is that!   Thank you so much!   luv it!,positive
" mmm thanks, if u get too stoned and eat it thats cool",positive
 unfortunately I am stuck at work so I can`t get said prize,negative
back to school! feels like its gonna be a great day,positive
http://bit.ly/61Aam   these dogs are going to die if somebody doesn`t save them!,negative
miss my hubby already!,negative
"@_everaldo on my MacBook I run Linux with Parallels and on my iMac I use VMware Fusion and both are great, especially in 'Unity'-mode.",positive
 have you check oceanup?'miley cyrus justin gaston fight after lunch' you ok with justin?hmmm.im with you whatever happen,positive
  she was sleep and then she woke up to check on me see if i was cold or hot i love my mom,positive
 is that teh part where hes liek feeling the girl. i feel sooo soooory for her,negative
Burning time at wacha,negative
thirty minutes turned into three hours. oops,negative
"ouch, my back. I`m sick of having a pamela anderson esque chest",negative
I HATE FLORISTS  No rose for cassadee tomorrow now =/ fricken **** florist people ={ hmm..need something else...hmm...,negative
HAppy Mother`s Day to my Mom...that lady is the coolest  I love u ma!,positive
happy mother`s daaaaaaaaay,positive
 wassup m8 ... bad day not good,negative
_Perez That`s great! I hope I`ll study with my bff too and we`ll live together. well..we will see,positive
Good Morning Folks 13 more days to go! and sadly 2 more days of the Giro  but that means the Tour is not too far away,negative
 Oohh Yaay like it !  ?    Love ya,positive
 I would totally take you to prom...if i hadnt already gone  sorry lol,negative
sickkkkk.  GET ME OUT OF THIS HOUSE! need to get active. whats going down? Celina havin a party? hit me uhpp!,negative
"Sadly, the time has come to put my mom in a home",negative
And the Sun is shinning.........at last,positive
I hope they re-run this nerdprom later-  sounds like they`re having LOTS of fun.  Thanks all for the play-by-play,positive
cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,negative
Meeting up with Karen and the boys for some drinks at The Dock!!!  All I wanna do is drink though..    **** it like Andrea said! Haha,negative
 ME TOO! hehe i hate colds. totaly annoying...,negative
  I kinda want to smack that darn skeleton though.,negative
feels like **** whenever she lays down. @)(1+-`$#! I hate heartburn & backaches!,negative
"Got pulled over by a cop, got a warning",negative
 Thank you  That`s really of sweet of you!,positive
So my lucky jade nacklace/matching earrings ain`t so lucky. Lost an earring. Now the chain broke on pendant,positive
Had a pretty good day. Let`s see how the night goes. ;-) oh I have to work all day tomorrow no picnic for me,positive
 i cant afford it  go to school here ? !!,negative
 I dont know  I didnt even realize it was gone  let me put it up again...darn twitter!,negative
 OOuUch!...good luck,positive
 don`t forget to follow emma from london =  like you said you would! I wish you aswered my calls  it cost me ï¿½14,positive
 hey mia!  totally adore your music.  when will your cd be out?,positive
" great to finally meet you last night! Wish we had more time to talk. Can`t go to the coffee GTGs, though... Day job.",positive
 love the stuff he sell... you should help this guy with his logo and shop  it`s kinda Wordart,positive
#twitterfails **** hard right now...this is annoying,negative
My dog died today. We had her for 11 years. I miss her so much.,negative
" i had terrible trouble with `sp` words as a child, would drop the `s` pider, pade etc, needed lessons. bad memories",negative
Im craving some cinnamon toast crunch. Why is it so cold today!!,negative
getting my new cellphone on wednesday! the LG Voyager! its soo sweet! i can`t wait that long though,positive
 : heheï¿½I bet you have never looked back!  3 weeks is a long school trip!,positive
 I use NewsFire. Works like a charm,positive
" Wish I could listen but because I`m from Canada, the website won`t let me!",negative
 I sure hope so!,positive
Dancing was alright todayy still doing Jai Ho!!,positive
_says ha ha funny,positive
I hate funerals.,negative
 dude you didn`t even say bye,negative
" Yeah I just accepted UBC`s offer last night, but I dunno if I`ll still make it in because I`ve been slacking off a lot lately.",negative
 I SLEPT THROUGH MY ALARMS  woke up at 6 instead of 4  i feel like a complete tool,positive
" Hi, I hope Ray is o.k. Please give him our love and hope he returns soon. Hope its not too bad",positive
 i tried listenin to music 4 half an hour! Tried readin a really boring book-still wide awake!,negative
Going to sleep now goodnight!  xoxo,positive
Excellent the Suzaku 7 are back together  woop last episode  hope its a happy one i`m a sucker for these really lol shh,positive
"Its sooooooooo not funny when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never this bad.",negative
Happy Mothers Day to all the wonderful MOMS out there. MOMS are what makes the world stay balanced. Have a great Mothers Day,positive
" Good morning hun! I will, promise  Glad you like `em. Have a lovely day :o)",positive
_shields06 good job!  I wish i worked in a zoo,positive
 oh no! I woke up accidentally.  how can we get you to fall asleep? Should I scare you with P2 or P3 stories? JK!,negative
" Thanks, glad you agree wth my follow or not policy",positive
" That`s true. Unfortunately, the leads in the movies don`t die on such a high note. It`s more the Friday The 13th model",negative
 very impressed,positive
I`m bummed that I didn`t get TEDx tickets,negative
Roommate is sssnoring :/ And my throat is so dry,negative
 my three most hated words are 'see you monday',negative
good morning to everyone,positive
is feeling rather lonely and broke...oh wait...I am lonely and broke.,negative
i don`t even want to go to the store to get ice cream.  i wasted a cute outfit on... sitting on my **** on twitter!!,negative
